"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"853",853,3988,"2022-10-19 13:51:44.825701+00","the Roman Empire","connecting","dividing",0.448334683,"ch2","f2ff5b71-44f0-41ac-9cf1-9bedb0b0fbfd",1,"Nazi Germany","I placed the Roman Empire here because ...romans introduced bathing, roads, toilets/running water which we still rely on"
"854",854,3989,"2022-10-19 15:22:13.480584+00","the Roman Empire","skillful","incompetent",0.49508773,"ch2","eaafaaba-85f8-41f7-8d99-3430572eb180",0.584912302,"the European Union","I placed the Roman Empire here because ...
They were skilled in certain aspects and unskilled in others "
"855",855,3990,"2022-10-19 15:23:48.372368+00","the Fall of the Roman Empire","multicultural","non multicultural",0.808771973,"ch2","eaafaaba-85f8-41f7-8d99-3430572eb180",1,"Brexit","I placed the Fall of the Roman Empire here because ...they made other cultures people slaves enforced religious beliefs on others.  
Not as extreme as Brexit because they did or were forced to embrace aspects of other cultures "
"856",856,3991,"2022-10-19 15:24:42.589068+00","Hadrian's Wall","progressive","regressive",1,"ch2","eaafaaba-85f8-41f7-8d99-3430572eb180",0.772982499,"the Anglo-Scottish border","I placed Hadrian's Wall here because ... it was a wall, a barrier, a threat, a declaration of war and prejudice  "
"857",857,3992,"2022-10-19 15:34:42.455991+00","Hadrian's Wall","skillful","incompetent",0.370656371,"ch2","2b2e9a70-422a-47f2-be1c-d6cc420dd6a9",0.362393236,"the Berlin Wall","I placed Hadrian's Wall here because ...both Hadrian and Berlin Wall were more than just physical barriers.their power resided in their symbolic ‘ psychological value."
"858",858,3993,"2022-10-19 15:36:02.559754+00","the Roman Empire","multicultural","non multicultural",0.388996139,"ch2","2b2e9a70-422a-47f2-be1c-d6cc420dd6a9",0.755872115,"Nazi Germany","I placed the Roman Empire here because ... it still allowed for more religious and language freedom,for instance,than the nazis"
"859",859,3994,"2022-10-19 15:36:42.773254+00","Julius Caesar","progressive","regressive",0.708443996,"ch2","2b2e9a70-422a-47f2-be1c-d6cc420dd6a9",0.708494208,"Napoleon","I placed Julius Caesar here because ...both imperialists
"
"860",860,4007,"2022-10-20 11:02:32.149331+00","the Fall of the Roman Empire","skillful","incompetent",0.791505792,"ch2","12b6f090-d260-4c08-9826-247b7422029b",0.805019305,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...it failed
"
"861",861,4022,"2022-10-20 13:18:00.504258+00","Hadrian's Wall","free","controlled",0.023166023,"","",0.658301158,"the US-Mexican border","I placed Hadrian's Wall here because ...
It’s a wall with no guards and can be gone over now"
"862",862,4028,"2022-10-20 13:42:47.833175+00","Julius Caesar","benevolent","malevolent",0.914092664,"ch2","1cd94d45-cd1d-462a-9b16-5e2ef6a81ab5",0.906370656,"Vladimir Putin","I placed Julius Caesar here because ...he like killed ppl"
"863",863,4032,"2022-10-20 14:36:35.921645+00","Hadrian's Wall","skillful","incompetent",0.689189189,"ch2","61ea1d6e-956b-4d64-97ff-3f4428217f98",0.274131274,"the Great Wall of China","I placed Hadrian's Wall here because I think that it didn’t achieve its goal and was not a work of art in terms of wall building.
"
"864",864,4033,"2022-10-20 14:40:32.353092+00","Boudica","inclusive","exclusive",0.657335907,"ch2","61ea1d6e-956b-4d64-97ff-3f4428217f98",0.930501931,"Theresa May","I placed Boudica here because she seems to have been a “girlboss” who was fighting for Scottish independence."
"865",865,4034,"2022-10-20 14:50:34.706012+00","Boudica","skillful","incompetent",0.063706564,"ch2","1895a020-aef9-421e-9026-c6e5a58db90d",0.248904254,"Margaret Thatcher","I placed Boudica here because she raised and army and was the centre of moral for the Scottish people, despite their failure"
"866",866,4035,"2022-10-20 14:52:09.618104+00","the Roman Empire","skillful","incompetent",0.090733591,"ch2","1895a020-aef9-421e-9026-c6e5a58db90d",0.127413127,"the British Empire","I placed the Roman Empire here because they successfully gained and maintained control over large swathes of Europe and engrained their scientific and cultural achievements into the future of human global zeitgeist  "
"867",867,4036,"2022-10-20 14:55:47.195732+00","the Fall of the Roman Empire","celebrated","condemned",0.205064869,"ch2","1895a020-aef9-421e-9026-c6e5a58db90d",0.657086877,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because the British isles, on the whole, abandoned the Roman’s advancements such as aqueducts and baths as soon as they left"
"868",868,4073,"2022-10-22 10:37:34.171765+00","Boudica","secure","insecure",0,"ch2","e1ecd108-176a-4cec-8070-fcf6c48492d4",0.998046168,"Theresa May","I placed Boudica here because ...strong person"
"869",869,4078,"2022-10-22 11:46:08.694896+00","the Roman Empire","civilised","barbaric",0.674747678,"ch2","2fa20c43-076c-4c96-ad43-73e2a5a820ee",1,"the British Empire","I placed the Roman Empire here because then the Roman Empire was very brutal to their criminals and their punishments were bad"
"870",870,4080,"2022-10-22 11:46:56.988634+00","Hadrian's Wall","long-lasting","short-term",0.642350127,"ch2","2fa20c43-076c-4c96-ad43-73e2a5a820ee",0.314671815,"the Anglo-Scottish border","I placed Hadrian's Wall here because cuz amazing"
"871",871,4081,"2022-10-22 11:49:11.594279+00","Boudica","long-lasting","short-term",0.603281853,"ch2","ad8477bf-1aee-46a6-a81b-45facfd89e75",0.227799228,"the Suffragettes","I placed Boudica here because ... influence on Suffragette movement but more outdated"
"872",872,4084,"2022-10-22 11:59:36.705515+00","the Roman Empire","civilised","barbaric",0.483590734,"ch2","6f05bb2f-0a3d-4b46-b84a-6e47fc9aabfc",0,"the European Union","I placed the Roman Empire here because it was civilised, e.g. the politics. But on the other side the punishments for crime were quite drastic, I.e. death"
"873",873,4100,"2022-10-22 12:18:33.654504+00","the Roman Empire","native","foreign",0,"ch2","32fc1424-d903-47e7-8579-c9a9b914fb1d",0.189941541,"the British Empire","I placed the Roman Empire here because it was first for civilians "
"874",874,4114,"2022-10-22 14:16:17.053134+00","Hadrian's Wall","celebrated","condemned",0.500965251,"ch2","911d2118-4d09-4f66-94e0-c6f1af282e77",0.498069498,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...nobody is that bothered about it."
"875",875,4115,"2022-10-22 14:17:04.38618+00","Boudica","practical","symbolic",1,"ch2","911d2118-4d09-4f66-94e0-c6f1af282e77",0.812291915,"Margaret Thatcher","I placed Boudica here because ...she is iconic.
"
"876",876,4118,"2022-10-22 14:21:53.394668+00","Hadrian's Wall","moving","fixed",1,"ch2","690dce89-b948-4b22-a1b9-cc86862600e6",0.685767233,"the US-Mexican border","I placed Hadrian's Wall here because it’s fixed. It ain’t moving"
"877",877,4128,"2022-10-23 11:22:10.677919+00","Boudica","inclusive","exclusive",0,"ch2","6a32fccd-16e6-4705-9fbc-8c9f0696d551",0.478740088,"Theresa May","I placed Boudica here because ...she is a powerful queen who don’t listen to no stupid controlling men #slayqueen #slaytogether💪💅🏽🪢
🩱
"
"878",878,4130,"2022-10-23 11:45:03.822386+00","the Fall of the Roman Empire","connecting","dividing",0,"ch2","e5250fa0-4746-4660-b0a9-4201002bef77",0.316577926,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...about 1400 years ago
"
"879",879,4131,"2022-10-23 11:45:55.943571+00","Boudica","celebrated","condemned",0,"ch2","e5250fa0-4746-4660-b0a9-4201002bef77",0,"the Suffragettes","I placed Boudica here because ...she was a female warrior"
"880",880,4148,"2022-10-23 12:56:38.38108+00","the Roman Empire","reassuring","worrying",0.754826255,"ch2","5208bf21-9e33-4347-876b-f3a6791a10bf",0.741312741,"the USSR","I placed the Roman Empire here because ...
Empires are bad"
"881",881,4149,"2022-10-23 12:57:03.874638+00","Hadrian's Wall","moving","fixed",0.306431695,"ch2","5208bf21-9e33-4347-876b-f3a6791a10bf",0.221042471,"the Berlin Wall","I placed Hadrian's Wall here because ...
Both are gone"
"882",882,4150,"2022-10-23 13:04:15.565541+00","Hadrian's Wall","native","foreign",0,"ch2","d8f6495e-cbd0-4e37-8cc0-8f325a16ac47",1,"the US-Mexican border","I placed Hadrian's Wall here because ... it’s in Newcastle 
"
"883",883,4152,"2022-10-23 13:08:04.863575+00","the Roman Empire","peaceful","violent",0.490519873,"ch2","8ab8f977-86b1-4d5a-b64c-1a7a93400bd7",0,"the European Union","I placed the Roman Empire here because ...it brought improved law and order and technological advances whilst also being a warmongering power"
"884",884,4153,"2022-10-23 13:48:22.895238+00","the Roman Empire","secure","insecure",0.008687259,"ch2","a106f518-fd9d-45b3-9eb0-cee247110db4",1,"Nazi Germany","I placed the Roman Empire here because ...
I thought it was very secure.
"
"885",885,4155,"2022-10-23 13:51:59.357883+00","the Fall of the Roman Empire","benevolent","malevolent",0.730174297,"ch2","a106f518-fd9d-45b3-9eb0-cee247110db4",1,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because …
The romans where not that nice"
"886",886,4166,"2022-10-24 09:21:30.788865+00","Hadrian's Wall","practical","symbolic",0,"ch2","3f502c93-75c5-48ca-808d-98e01e28c883",0.773166023,"the Great Wall of China","I placed Hadrian's Wall here because it was knocked down like potatoes"
"887",887,4176,"2022-10-24 10:02:27.775041+00","Julius Caesar","peaceful","violent",0.786679537,"ch2","1f047387-6115-46ef-b2b2-6833045fc105",0.666023166,"Vladimir Putin","I placed Julius Caesar here because he was violent"
"888",888,4177,"2022-10-24 10:03:04.964513+00","the Fall of the Roman Empire","civilised","barbaric",0.491312741,"ch2","1f047387-6115-46ef-b2b2-6833045fc105",0.33011583,"Brexit","I placed the Fall of the Roman Empire here because it was a bigger deal"
"889",889,4182,"2022-10-24 10:10:37.844708+00","the Roman Empire","refined","crude",0.006756757,"ch2","3bd83203-c0be-4206-a79c-3b3549099d6e",0.711389961,"the USSR","I placed the Roman Empire here because ...they used advanced methods and tactics to beat the opposition
"
"890",890,4183,"2022-10-24 10:12:39.461853+00","Hadrian's Wall","native","foreign",0.884169884,"ch2","3bd83203-c0be-4206-a79c-3b3549099d6e",0.325289575,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...the Romans built it and they were not from England"
"891",891,4184,"2022-10-24 10:21:45.322829+00","Julius Caesar","connecting","dividing",0.953667954,"ch2","e5b3f26f-92ce-412f-9f41-f7f08ab162f2",0.745139339,"Donald Trump","I placed Julius Caesar here because ...he made Christian’s into candles "
"892",892,4189,"2022-10-24 10:25:39.773324+00","the Roman Empire","dominant","submissive",0,"ch2","c94cbc12-7787-4409-9411-df3a8fad2db3",0,"the USSR","I placed the Roman Empire here because ...they had a massive empire"
"893",893,4191,"2022-10-24 10:35:28.469959+00","the Fall of the Roman Empire","moving","fixed",0.523166023,"ch2","ccdaa910-8054-465c-8063-ca647cfa9216",1,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...
It’s fixed 






"
"894",894,4193,"2022-10-24 10:37:15.519391+00","Julius Caesar","civilised","barbaric",0.798262548,"ch2","ccdaa910-8054-465c-8063-ca647cfa9216",0.480621515,"Donald Trump","I placed Julius Caesar here because ... of all the stories that we have heard about him"
"895",895,4230,"2022-10-24 12:05:10.3498+00","Julius Caesar","civilised","barbaric",0.005657653,"ch2","236794d7-16f0-4309-a9e5-9f69b029c0d6",1,"Donald Trump","I placed Julius Caesar here because ...genius  😱"
"896",896,4231,"2022-10-24 12:05:55.748748+00","Boudica","refined","crude",0,"ch2","236794d7-16f0-4309-a9e5-9f69b029c0d6",1,"Theresa May","I placed Boudica here because ...warriors 🤬"
"897",897,4232,"2022-10-24 12:10:09.252321+00","Julius Caesar","long-lasting","short-term",0.45362094,"ch2","ede2cfac-a74d-4ac5-a165-98e52a54f925",0.314496584,"Napoleon","I placed Julius Caesar here because he is very famous and he infiltrated Britain"
"898",898,4237,"2022-10-24 12:19:20.408579+00","Julius Caesar","progressive","regressive",0.370141578,"","",0.059477022,"Napoleon","I placed Julius Caesar here because he conquered the francs and Carthage "
"899",899,4241,"2022-10-24 12:24:39.833309+00","Hadrian's Wall","progressive","regressive",0,"ch2","2ba103cd-c181-4b02-a469-9dec227e3894",0.591966173,"the US-Mexican border","I placed Hadrian's Wall here because ... It saved a lot of wars"
"900",900,4242,"2022-10-24 12:26:32.210241+00","Boudica","multicultural","non multicultural",0.618725869,"ch2","69cc0c9d-b263-4378-bc56-f2dbd92674d0",0.799196693,"Margaret Thatcher","I placed Boudica here because ...Scotlands tribes were quite diverse"
"901",901,4243,"2022-10-24 12:27:08.25355+00","the Fall of the Roman Empire","moving","fixed",1,"ch2","69cc0c9d-b263-4378-bc56-f2dbd92674d0",0.628355166,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... It was to large to handle"
"902",902,4244,"2022-10-24 12:27:21.021264+00","the Roman Empire","peaceful","violent",0.681467181,"ch2","0a7d6069-7d41-4248-9dcf-103d87052aa0",0.963320463,"Nazi Germany","I placed the Roman Empire here because ... considered themselves superior"
"903",903,4247,"2022-10-24 12:28:01.358292+00","Julius Caesar","inclusive","exclusive",0.544999288,"ch2","69cc0c9d-b263-4378-bc56-f2dbd92674d0",1,"Vladimir Putin","I placed Julius Caesar here because ... slavery"
"904",904,4262,"2022-10-24 13:09:57.460064+00","Julius Caesar","free","controlled",0.99034749,"","",0.993243243,"Napoleon","I placed Julius Caesar here because ...bad"
"905",905,4263,"2022-10-24 13:17:22.842854+00","Boudica","skillful","incompetent",0.286679537,"ch2","20462aad-8b8b-46ee-9d9c-7c8842d38588",0.252895753,"Elizabeth I","I placed Boudica here because she lead a major revolt and had some important achievements but ultimately lost. However, ElizabethI
 had greater resources."
"906",906,4269,"2022-10-24 13:25:46.025817+00","Hadrian's Wall","civilised","barbaric",0.376447876,"ch2","f548982a-afe3-4900-8611-96d50eb1d54e",0.83011583,"the Berlin Wall","I placed Hadrian's Wall here because ... I like hadrians wall
"
"907",907,4270,"2022-10-24 13:26:08.015539+00","Julius Caesar","free","controlled",1,"ch2","f548982a-afe3-4900-8611-96d50eb1d54e",1,"Donald Trump","I placed Julius Caesar here because ... DICTATOR"
"908",908,4271,"2022-10-24 13:26:27.311956+00","Boudica","refined","crude",1,"ch2","f548982a-afe3-4900-8611-96d50eb1d54e",1,"Margaret Thatcher","I placed Boudica here because ... ruthless"
"909",909,4283,"2022-10-24 13:53:33.402988+00","Boudica","regenerating","destructive",0,"ch2","64432098-ec09-4457-8780-8bcd4fe61017",1,"Margaret Thatcher","I placed Boudica here because ... girl boss 💋🥰"
"910",910,4290,"2022-10-24 14:07:06.354064+00","Hadrian's Wall","long-lasting","short-term",0.02992278,"ch2","ff5bbd2e-d900-42ae-ae6a-dd5cd951718f",0,"the Great Wall of China","I placed Hadrian's Wall here because ...it is old "
"911",911,4296,"2022-10-24 14:26:20.948804+00","Hadrian's Wall","native","foreign",0,"ch2","273657e7-81e2-4370-a53e-5a3727f6c96f",1,"the Berlin Wall","I placed Hadrian's Wall here because i am British 
"
"912",912,4297,"2022-10-24 14:27:15.706115+00","the Fall of the Roman Empire","native","foreign",0.917744051,"ch2","273657e7-81e2-4370-a53e-5a3727f6c96f",0.299227799,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... the romans ended like ages ago and there’s no more Roman Empire"
"913",913,4302,"2022-10-24 14:43:22.326355+00","Boudica","civilised","barbaric",0.762548263,"ch2","6f694ab5-ae15-4115-b24c-fc613b29377e",0.235605247,"Margaret Thatcher","I placed Boudica here because ... SHE WAS A WARRIOR QUEEN. "
"914",914,4303,"2022-10-24 14:44:52.841481+00","Hadrian's Wall","peaceful","violent",0.474880247,"ch2","6f694ab5-ae15-4115-b24c-fc613b29377e",0.794401544,"the Berlin Wall","I placed Hadrian's Wall here because ... THE ROMANS FOUGHT THE PICTS. "
"915",915,4304,"2022-10-24 14:46:21.116091+00","the Fall of the Roman Empire","long-lasting","short-term",0.291505792,"ch2","6f694ab5-ae15-4115-b24c-fc613b29377e",0.742277992,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ... DUE TO THEIR LONG LASTING IMPRESSION LEFT ON FUTURE SOCIETIES.
 "
"916",916,4306,"2022-10-24 15:25:54.564142+00","the Fall of the Roman Empire","benevolent","malevolent",0.445945946,"ch2","b4b1922a-a232-4088-b659-29adb937dc48",0.362934363,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ... I guess all change can lead to some good in the end."
"917",917,4307,"2022-10-24 15:26:10.560819+00","Boudica","heroic","deluded",0.111003861,"ch2","b4b1922a-a232-4088-b659-29adb937dc48",0.112934363,"the Suffragettes","I placed Boudica here because ... slay queen."
"918",918,4310,"2022-10-25 09:15:16.559025+00","Hadrian's Wall","practical","symbolic",0.16023166,"ch2","ced31865-8490-4a01-9e5b-803e45d4da30",0.79445115,"the Great Wall of China","I placed Hadrian's Wall here because ...it kept the Scottish out"
"919",919,4311,"2022-10-25 09:16:22.123472+00","the Fall of the Roman Empire","civilised","barbaric",1,"ch2","ced31865-8490-4a01-9e5b-803e45d4da30",0.143822423,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...it ended with lots of fighting"
"920",920,4331,"2022-10-25 10:07:32.604408+00","the Fall of the Roman Empire","long-lasting","short-term",0,"ch2","60bc562f-2715-4e44-945a-8bb8dc1a7c52",0.260555606,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ...romans were alive long, long ago."
"921",921,4332,"2022-10-25 10:09:15.293403+00","the Roman Empire","reassuring","worrying",1,"ch2","60bc562f-2715-4e44-945a-8bb8dc1a7c52",0.60609654,"the British Empire","I placed the Roman Empire here because ... the romans were VICIOUS!"
"922",922,4333,"2022-10-25 10:11:47.278763+00","Hadrian's Wall","connecting","dividing",0.588803089,"ch2","60bc562f-2715-4e44-945a-8bb8dc1a7c52",0.583901247,"the Great Wall of China","I placed Hadrian's Wall here because ... it divided Scotland with England but some people from these different countries liked each other (I think?)"
"923",923,4337,"2022-10-25 10:43:07.398331+00","the Fall of the Roman Empire","free","controlled",0.491312741,"ch2","3d00fc5d-1e43-4ecc-8d27-810993dd4f21",0.97653257,"Brexit","I placed the Fall of the Roman Empire here because it’s controlled and controversial "
"924",924,4343,"2022-10-25 10:48:46.228038+00","Hadrian's Wall","multicultural","non multicultural",0.722972973,"ch2","72e437dd-ee32-459e-850a-f9112e955757",0.374517375,"the Berlin Wall","I placed Hadrian's Wall here because ... it’s still here now
"
"925",925,4344,"2022-10-25 10:49:31.267296+00","the Fall of the Roman Empire","progressive","regressive",0.412162162,"ch2","72e437dd-ee32-459e-850a-f9112e955757",0.820432214,"Brexit","I placed the Fall of the Roman Empire here because 
...it gives more space for development"
"926",926,4345,"2022-10-25 10:50:20.013997+00","Boudica","secure","insecure",0.722007722,"ch2","72e437dd-ee32-459e-850a-f9112e955757",0.195945946,"Elizabeth I","I placed Boudica here because ... she was a powerful woman before women were considered powerful"
"927",927,4346,"2022-10-25 11:00:37.00327+00","Julius Caesar","progressive","regressive",0,"ch2","2cdcdeaf-1613-4aaa-8c0d-ec813685f56d",0.359073359,"Vladimir Putin","I placed Julius Caesar here because ...I learnt about it in school"
"928",928,4347,"2022-10-25 11:01:35.945487+00","the Fall of the Roman Empire","reassuring","worrying",0.077296312,"ch2","2cdcdeaf-1613-4aaa-8c0d-ec813685f56d",0.497104247,"Scottish independence","I placed the Fall of the Roman Empire here because ...l learnt about it in school 
"
"929",929,4348,"2022-10-25 11:02:10.443474+00","Boudica","inclusive","exclusive",0.656370656,"ch2","2cdcdeaf-1613-4aaa-8c0d-ec813685f56d",0.452702703,"Margaret Thatcher","I placed Boudica here because ...they are close "
"930",930,4350,"2022-10-25 11:16:04.599822+00","Julius Caesar","connecting","dividing",0.534749035,"ch2","252d5a17-cd51-4ee5-9321-a7ba123d59d4",1,"Donald Trump","I placed Julius Caesar here because ...he is bad but today wouldn’t be the same "
"931",931,4358,"2022-10-25 11:50:28.389432+00","Hadrian's Wall","reassuring","worrying",0,"ch2","1cd7a2ba-01c9-464f-97c1-234adfae58c9",0.200772201,"the Great Wall of China","I placed Hadrian's Wall here because ...I’m Scottish
"
"932",932,4360,"2022-10-25 11:56:04.159724+00","Hadrian's Wall","free","controlled",0,"ch2","4969521e-72af-478e-ac95-104968c52b26",0.721042471,"the Anglo-Scottish border","I placed Hadrian's Wall here because it’s were I live."
"933",933,4366,"2022-10-25 11:59:49.850079+00","Julius Caesar","practical","symbolic",0.808412305,"ch2","7c97fd66-2410-46b8-8b7f-4e6a8d41a5ef",0,"Vladimir Putin","I placed Julius Caesar here because ... he is a big part of Roman history
"
"934",934,4367,"2022-10-25 12:00:36.571046+00","Boudica","dominant","submissive",0.265444015,"ch2","7c97fd66-2410-46b8-8b7f-4e6a8d41a5ef",0.745173745,"Theresa May","I placed Boudica here because ... she wanted to help and stop the romans"
"935",935,4370,"2022-10-25 12:43:45.626609+00","Boudica","civilised","barbaric",1,"","",0.402509653,"the Suffragettes","I placed Boudica here because ... she burned towns to the ground and killed countless people.
"
"936",936,4377,"2022-10-25 13:10:25.062868+00","Boudica","progressive","regressive",0,"ch2","24e43e70-4661-4ad5-ae8c-b3fb3a7374a9",0.112803868,"the Suffragettes","I placed Boudica here because Boudicca was very aggressive as she was more of a fighter. The suffragettes were kinda the same except they didn’t actually fight physically (as much )
"
"937",937,4378,"2022-10-25 13:12:00.806516+00","Julius Caesar","free","controlled",0.251930502,"ch2","24e43e70-4661-4ad5-ae8c-b3fb3a7374a9",0,"Donald Trump","I placed Julius Caesar here because had to run Rome and couldn’t just do anything like trump ( i mean he could ) but he had advisors when taking over countries.
"
"938",938,4380,"2022-10-25 13:20:48.273483+00","Julius Caesar","inclusive","exclusive",0.98067059,"ch2","0ddcc3ee-1f87-40db-80ae-a68b8b98d2fb",0.681467181,"Jean-Claude Juncker","I placed Julius Caesar here because ...he was an ego centric dictator"
"939",939,4381,"2022-10-25 13:21:45.321017+00","Hadrian's Wall","free","controlled",0.447876448,"ch2","0ddcc3ee-1f87-40db-80ae-a68b8b98d2fb",1,"the Berlin Wall","I placed Hadrian's Wall here because ...it was built to control movement and not keep natives out entirely."
"940",940,4390,"2022-10-25 14:02:43.889292+00","the Roman Empire","multicultural","non multicultural",0.542421908,"ch2","de383c1c-590e-47e6-bcae-31a9b581ddea",0.170325408,"the European Union","I placed the Roman Empire here because ...they had a diverse society "
"941",941,4392,"2022-10-25 14:09:31.420813+00","Hadrian's Wall","civilised","barbaric",0.032818533,"ch2","fe649d6d-58a0-48e2-8e1c-12e9bdeb57e1",0.051616536,"the Great Wall of China","I placed Hadrian's Wall here because ... it was a great Roman structure and was very civilised for its time."
"942",942,4395,"2022-10-25 14:23:32.144691+00","the Roman Empire","civilised","barbaric",0.532818533,"ch2","644b9a6a-6c0d-4712-b2ba-7e73c6a10421",0.370656371,"the European Union","I placed the Roman Empire here because ...they killed people and ate humans but they were also a society
"
"943",943,4398,"2022-10-25 14:35:50.889831+00","Julius Caesar","practical","symbolic",0.874218333,"ch2","b1880f88-3f86-4cd0-8125-9270ced06552",0.522200772,"Vladimir Putin","I placed Julius Caesar here because we hear about him in the bible and at school"
"944",944,4402,"2022-10-25 14:50:30.222774+00","the Roman Empire","skillful","incompetent",0.459459459,"ch2","05dc4453-8e35-4ef0-91be-3f66a853b8e5",0.623552124,"the British Empire","I placed the Roman Empire here because ...they used force for a lot of there empire. their wealth and military skill made them very powerful. Though I suppose this also makes them skillfull"
"945",945,4403,"2022-10-25 14:51:30.601304+00","the Fall of the Roman Empire","multicultural","non multicultural",0.756626217,"ch2","05dc4453-8e35-4ef0-91be-3f66a853b8e5",0.742491026,"Scottish independence","I placed the Fall of the Roman Empire here because ...they where driven out of Britain by the celts. This means the celts wanted Britain to be just Celtic"
"946",946,4406,"2022-10-25 15:20:57.129168+00","Hadrian's Wall","moving","fixed",1,"ch2","81d8bfa8-29b8-4b47-8e69-38b0f9b9cb58",1,"the Berlin Wall","I placed Hadrian's Wall here because ...how would a wall move it has no legs or wheels idiot"
"947",947,4407,"2022-10-25 15:29:14.911276+00","Hadrian's Wall","secure","insecure",0.376447876,"ch2","4fbe5fb6-47f8-4152-beca-cea693bb2a37",0.374271879,"the Great Wall of China","I placed Hadrian's Wall here because it is extremely similar to the Great Wall Of China."
"948",948,4409,"2022-10-25 15:33:08.299872+00","Boudica","peaceful","violent",0.755122961,"ch2","4fbe5fb6-47f8-4152-beca-cea693bb2a37",0.504826255,"Theresa May","I placed Boudica here because they led an uprising, a violent motion."
"949",949,4418,"2022-10-26 09:34:22.026099+00","Julius Caesar","heroic","deluded",0,"ch2","2c53120a-c631-49e8-bc5b-bb1c6156005f",0.969111969,"Donald Trump","I placed Julius Caesar here because ... he’s better than Trump
"
"950",950,4419,"2022-10-26 09:35:49.881093+00","the Roman Empire","benevolent","malevolent",0.007802661,"ch2","2c53120a-c631-49e8-bc5b-bb1c6156005f",0.024108032,"the European Union","I placed the Roman Empire here because .it brought sivalisation "
"951",951,4427,"2022-10-26 10:16:51.016252+00","Boudica","celebrated","condemned",0.227292212,"ch2","1cfdefaf-96da-4481-bbfa-7d06c58e075d",1,"Elizabeth I","I placed Boudica here because ... she sacrificed her self for the celtics"
"952",952,4428,"2022-10-26 10:17:39.302291+00","Julius Caesar","dominant","submissive",0.194980695,"ch2","1cfdefaf-96da-4481-bbfa-7d06c58e075d",0,"Vladimir Putin","I placed Julius Caesar here because ...he’s a leader"
"953",953,4429,"2022-10-26 10:18:55.440106+00","the Roman Empire","inclusive","exclusive",1,"ch2","1cfdefaf-96da-4481-bbfa-7d06c58e075d",0,"the European Union","I placed the Roman Empire here because ...they force people to join and they tell them to as well 
"
"954",954,4435,"2022-10-26 10:35:48.550818+00","Hadrian's Wall","civilised","barbaric",0,"ch2","a02b53cf-5d75-4426-ab7d-91b12e54bc12",0.999211492,"the US-Mexican border","I placed Hadrian's Wall here because ...it is in england"
"955",955,4436,"2022-10-26 10:36:59.600388+00","the Fall of the Roman Empire","skillful","incompetent",0.497104247,"ch2","a02b53cf-5d75-4426-ab7d-91b12e54bc12",0.499642626,"Scottish independence","I placed the Fall of the Roman Empire here because ...it’s the same"
"956",956,4437,"2022-10-26 10:38:53.065238+00","Julius Caesar","reassuring","worrying",0.026061776,"ch2","a02b53cf-5d75-4426-ab7d-91b12e54bc12",1,"Jean-Claude Juncker","I placed Julius Caesar here because ...he’s was evil 👿 "
"957",957,4441,"2022-10-26 11:06:36.376115+00","the Roman Empire","benevolent","malevolent",0.994208494,"ch2","4d1e5e90-ee18-4222-9034-8d19b94d1e43",0.493212151,"the USSR","I placed the Roman Empire here because .I know stuff about the romans
.."
"958",958,4445,"2022-10-26 11:15:13.723208+00","Hadrian's Wall","refined","crude",0.244208494,"ch2","b4a701ae-9d28-446f-8e15-ce0d30ac9ab9",0.689189189,"the Anglo-Scottish border","I placed Hadrian's Wall here because ... i like it"
"959",959,4446,"2022-10-26 11:15:52.856607+00","the Roman Empire","peaceful","violent",0.631244144,"ch2","b4a701ae-9d28-446f-8e15-ce0d30ac9ab9",1,"Nazi Germany","I placed the Roman Empire here because ... It was bad 😡"
"960",960,4452,"2022-10-26 11:45:55.592235+00","Julius Caesar","benevolent","malevolent",0.84321011,"ch2","0bfb921a-6fa0-48f3-ac6b-042795243495",0.991449894,"Vladimir Putin","I placed Julius Caesar here because ...he was rotten like putin
"
"961",961,4454,"2022-10-26 11:47:55.351093+00","the Roman Empire","benevolent","malevolent",0.987632369,"ch2","0bfb921a-6fa0-48f3-ac6b-042795243495",0.984531594,"the British Empire","I placed the Roman Empire here because ...they were very violent and basically introduced slave labour
"
"962",962,4460,"2022-10-26 12:19:26.685078+00","Boudica","dominant","submissive",0.441119691,"ch2","c9d0b4f2-e9de-4e10-8d1b-de3c262faa00",0.194015444,"Elizabeth I","I placed Boudica here because ...she was warrior queen of Northumberland





"
